,star,ra,dec,comment,ra_deg,dec_deg,MAIN_ID,RA_2_A_ICRS_J2017_5_2000,DEC_2_D_ICRS_2017_5_2000,Distance_distance,Distance_Q,Distance_unit,Distance_merr,Distance_perr,Distance_method,Distance_bibcode,Diameter_diameter,Diameter_Q,Diameter_unit,Diameter_error,Diameter_filter,Diameter_method,Diameter_bibcode,FLUX_I,FLUX_H,Fe_H_Teff,Fe_H_log_g,Fe_H_Fe_H,Fe_H_flag,Fe_H_CompStar,Fe_H_CatNo,Fe_H_bibcode,S_Type
316,HIP 61960 ,12:41:53.1 ,10:14:08.3 ,H-coron (~1 hr); H-coron-pol,190.47125,10.2356388888889,b'* rho Vir',12 41 53.1541,+10 14 08.229,38.1633,,pc,-0.3026,0.3026,paral,2018yCat.1345....0G,1040000.0,,km,,,,2007ApJ...660.1556R,4.78000020980835,4.761000156402588,8970,4.360000133514404,-1.0,,b'SUN',,1993A&A...277..139S,A0Va_lB
317,HIP62134 ,12:44:02.0 ,-53:30:20.5 ,H-coron (~1 hr),191.008333333333,-53.5056944444444,b'HD 110634',12 44 01.8732,-53 30 20.594,125.8447,,pc,-1.0025,1.0025,paral,2018yCat.1345....0G,,,,,,,,,7.730000019073486,7209,,,,b'SUN',,2011A&A...530A.138C,F2V
318,HIP 62403 ,12:47:19.0 ,-66:14:14.8 ,H-coron (~1 hr); H-coron-pol,191.829166666667,-66.23744444444439,b'V* LO Mus',12 47 18.7177,-66 14 14.815,30.4395,,pc,-0.2465,0.2465,paral,2018yCat.1345....0G,,,,,,,,,6.677000045776367,5177,4.480000019073486,,,b'',,2003AJ....125.1598L,K1Vk
319,HIP 62482 ,12:48:17 ,-67:07:52 ,H-coron (~1 hr); H-coron-pol,192.070833333333,-67.1311111111111,b'HD 111161',12 48 16.5591,-67 07 52.361,109.426,,pc,-0.4838,0.4838,paral,2018yCat.1345....0G,,,,,,,,,7.241000175476074,0,,,,b'',,,A3III/IV
320,HIP62657 ,12:50:19.8 ,-49:51:48.8 ,H-coron (~1 hr); H-coron-pol,192.5825,-49.8635555555556,b'HD 111520',12 50 19.6544,-49 51 48.959,108.9348,,pc,-0.6539,0.6539,paral,2018yCat.1345....0G,,,,,,,,,7.829999923706055,0,,,,b'',,,F5/6V
321,HIP63236 ,12:57:26.3 ,-67:57:38.4 ,H-coron (~1 hr); H-coron-pol,194.359583333333,-67.9606666666667,b'HD 112383',12 57 26.0686,-67 57 38.531,101.6467,,pc,-0.4494,0.4494,paral,2018yCat.1345....0G,,,,,,,,,6.686999797821045,0,,,,b'',,,A2IV/V
322,CD-69 1055 ,12:58:25.5 ,-70:28:49.2 ,H-coron (~1 hr),194.60625,-70.4803333333333,b'CD-69  1055',12 58 25.4404,-70 28 49.148,94.7984,,pc,-0.2624,0.2624,paral,2018yCat.1345....0G,,,,,,,,8.940999984741211,7.702000141143799,4719,4.019999980926514,,D,b'',,2013AJ....146..134K,K0Ve
323,HIP 63439 ,12:59:59 ,-50:23:22 ,H-coron (~1 hr); H-coron-pol,194.99583333333302,-50.3894444444444,b'HD 112810',12 59 59.8294,-50 23 22.486,132.9275,,pc,-0.9082,0.9082,paral,2018yCat.1345....0G,,,,,,,,,8.145000457763672,0,,,,b'',,,F3/5IV/V
324,HIP 63734 ,13:03:39.0 ,-16:20:11.7 ,H-coron (~1 hr),195.9125,-16.3365833333333,b'HD 113414',13 03 38.8781,-16 20 11.670,54.064,,pc,-0.1505,0.1505,paral,2018yCat.1345....0G,,,,,,,,,6.521999835968018,6149,,,,b'SUN',,2011A&A...530A.138C,F7/8V
325,HIP63836 ,13:04:59.5 ,-47:23:48.4 ,H-coron (~1 hr); H-coron-pol,196.24791666666698,-47.39677777777779,b'HD 113524',13 04 59.3917,-47 23 48.540,119.3332,,pc,-0.974,0.974,paral,2018yCat.1345....0G,,,,,,,,,7.892000198364258,0,,,,b'',,,F6/8
326,HIP 63862 ,13:05:16.8 ,-50:51:24.0 ,H-coron (~1 hr),196.32,-50.8566666666667,b'HD 113553',13 05 16.5587,-50 51 23.817,47.6579,,pc,-0.1249,0.1249,paral,2018yCat.1345....0G,,,,,,,,7.585999965667725,6.834000110626221,5719,,,,b'SUN',,2011A&A...530A.138C,G6V
327,HIP 63905 ,13:05:46.3 ,-18:49:33.0 ,H-coron (~1 hr),196.44291666666697,-18.8258333333333,b'HD 113720',13 05 46.0848,-18 49 33.083,43.6331,,pc,-0.0958,0.0958,paral,2018yCat.1345....0G,,,,,,,,,6.835000038146973,5830,,,,b'SUN',,2006A&A...450..735M,G5V
328,HD 113853 ,13:06:59.1 ,-37:44:40.1 ,H-coron (~1 hr),196.74625,-37.74447222222221,b'HD 113853',13 06 58.9794,-37 44 40.152,60.4365,,pc,-0.1501,0.1501,paral,2018yCat.1345....0G,,,,,,,,,7.138999938964844,6029,4.480000019073486,,,b'SUN',,2014MNRAS.442..220F,G1V
329,HIP64184 ,13:09:16.2 ,-60:18:29.9 ,H-coron (~1 hr); H-coron-pol,197.3175,-60.3083055555556,b'HD 114082',13 09 16.0990,-60 18 30.052,95.6508,,pc,-0.4483,0.4483,paral,2018yCat.1345....0G,,,,,,,,,7.22599983215332,6613,,,,b'SUN',,2006A&A...450..735M,F3V
330,HD 114613 ,13:12:03.2 ,-37:48:11.0 ,H-coron (~1 hr),198.013333333333,-37.8030555555556,b'HD 114613',13 12 02.6198,-37 48 10.879,20.2948,,pc,-0.0904,0.0904,paral,2018yCat.1345....0G,2770000.0,,km,69600.0,BV,BrighCol,2013A&A...554A..84M,3.9200000762939453,3.3459999561309814,5712,3.940000057220459,0.18000000715255737,,b'',,2018A&A...614A..84S,G3V
331,HD 115383 ,13:16:46.5 ,09:25:27.0 ,H-coron (~1 hr),199.19375,9.42416666666667,b'* e Vir',13 16 46.1180,+09 25 26.967,17.5381,,pc,-0.0776,0.0776,paral,2018yCat.1345....0G,,,,,,,,4.5,4.10699987411499,6234,4.599999904632568,0.2800000011920929,,b'SUN',,2005ApJS..159..141V,G0V
332,HIP 64822 ,13:17:13.9 ,-43:58:46.0 ,H-coron (~1 hr),199.30791666666698,-43.9794444444444,b'HD 115331',13 17 13.9193,-43 58 46.222,71.929,,pc,-0.9566,0.9566,paral,2018yCat.1345....0G,,,,,,,,,5.489999771118164,0,,,,b'',,,A2mA4-A9/F0
333,61 Vir ,13:18:24.3 ,-18:18:40.3 ,H-coron (~1 hr); H-coron-pol,199.60125,-18.3111944444444,b'*  61 Vir',13 18 22.9988,-18 18 40.304,8.5053,,pc,-0.0172,0.0172,paral,2018yCat.1345....0G,,,,,,,,,2.9739999771118164,5537,4.380000114440918,-0.029999999329447746,,b'',,2018A&A...614A..84S,G6.5V
334,HIP64995 ,13:19:19.6 ,-59:28:20.3 ,H-coron (~1 hr); H-coron-pol,199.831666666667,-59.4723055555556,b'HD 115600',13 19 19.4658,-59 28 20.440,109.6167,,pc,-0.4914,0.4914,paral,2018yCat.1345....0G,,,,,,,,,7.385000228881836,0,,,,b'',,,F2IV/V
335,HIP65089 ,13:20:26.8 ,-49:13:25.0 ,H-coron (~1 hr); H-coron-pol,200.111666666667,-49.2236111111111,b'HD 115820',13 20 26.7536,-49 13 25.209,115.9017,,pc,-0.6945,0.6945,paral,2018yCat.1345....0G,,,,,,,,,7.394999980926514,7530,,,,b'SUN',,2006A&A...450..735M,A7/8V
336,HIP 65109 ,13:20:35.8 ,-36:42:44.3 ,H-coron (~1 hr),200.14916666666699,-36.7123055555556,b'* iot Cen',13 20 35.3209,-36 42 44.244,17.839,,pc,-0.3547,0.3547,paral,2018yCat.1345....0G,,,,,,,,2.690000057220459,2.7200000286102295,10207,4.059999942779541,,,b'',,2003AJ....125.1598L,kA1.5hA3mA3Va
337,HIP 65198 ,13:21:41.6 ,02:05:14.1 ,H-coron (~1 hr),200.423333333333,2.08725,b'HD 116160',13 21 41.5760,+02 05 14.059,62.5794,,pc,-1.1588,1.1588,paral,2018yCat.1345....0G,,,,,,,,5.639999866485596,5.5960001945495605,9183,,,,b'SUN',,2012A&A...537A.120Z,A0V
338,HIP 65208 ,13:21:49.8 ,-36:06:44.0 ,H-coron (~1 hr),200.4575,-36.1122222222222,b'HD 116078',13 21 49.6553,-36 06 44.062,76.9166,,pc,-0.3224,0.3224,paral,2018yCat.1345....0G,,,,,,,,,6.685999870300293,0,,,,b'',,,F2V
339,HIP65875 ,13:30:09.0 ,-58:29:04.2 ,H-coron (~1 hr); H-coron-pol,202.5375,-58.4845,b'HD 117214',13 30 08.9031,-58 29 04.354,107.6114,,pc,-0.5014,0.5014,paral,2018yCat.1345....0G,,,,,,,,,6.9730000495910645,6621,,,,b'SUN',,2011A&A...530A.138C,F6V
340,HIP65965 ,13:31:31.0 ,-46:44:06.7 ,H-coron (~1 hr); H-coron-pol,202.87916666666698,-46.735194444444396,b'HD 117484',13 31 30.9300,-46 44 06.849,155.5065,,pc,-3.4,3.4,paral,2018yCat.1345....0G,,,,,,,,,7.5329999923706055,0,,,,b'',,,B9.5V
341,HIP 66065 ,13:32:36.0 ,-28:41:33.8 ,H-coron (~1 hr),203.15,-28.692722222222198,b'HD 117716',13 32 35.7685,-28 41 33.967,67.8555,,pc,-0.6124,0.6124,paral,2018yCat.1345....0G,,,,,,,,,5.668000221252441,9141,,,,b'SUN',,2012A&A...537A.120Z,A2V
342,HIP 66121 ,13:33:13.7 ,-77:34:09.8 ,H-coron (~1 hr),203.30708333333303,-77.56938888888891,b'HD 117360',13 33 11.6645,-77 34 09.798,34.7147,,pc,-0.0806,0.0806,paral,2018yCat.1345....0G,,,,,,,,,5.40500020980835,6397,4.269999980926514,,,b'',,2003AJ....125.1598L,F8VFe-0.9
343,HIP 66200 ,13:34:07.9 ,03:39:32.5 ,H-coron (~1 hr),203.53291666666698,3.6590277777777795,b'* o Vir',13 34 07.9850,+03 39 32.273,58.2689,,pc,-0.7762,0.7762,paral,2018yCat.1345....0G,3030000.0,,km,,V,Interfer,2014MNRAS.443.1629S,4.889999866485596,4.900000095367432,9882,4.0,1.5800000429153442,,b'SUN',,1973ApJS...26....1A,ApEuCrSr
344,HIP66454 ,13:37:23.5 ,-46:25:40.2 ,H-coron (~1 hr),204.34791666666698,-46.427833333333304,b'HD 118354',13 37 23.4293,-46 25 40.408,141.3847,,pc,-4.5137,4.5137,paral,2018yCat.1345....0G,,,,,,,,,6.178999900817871,12474,,,,b'SUN',,2012A&A...537A.120Z,B8V
345,HIP66722 ,13:40:37.7 ,-44:19:48.7 ,H-coron (~1 hr),205.15708333333302,-44.3301944444444,b'HD 118878',13 40 37.6071,-44 19 48.840,122.9135,,pc,-3.6153,3.6153,paral,2018yCat.1345....0G,,,,,,,,,6.3470001220703125,0,,,,b'',,,A0V
346,HIP66821 ,13:41:44.8 ,-54:33:33.7 ,H-coron (~1 hr),205.43666666666698,-54.559361111111095,b'* Q Cen',13 41 44.6870,-54 33 33.927,,,,,,,,,,,,,,,,,10740,,,,b'SUN',,2012A&A...537A.120Z,B8.5Vn+A2.5Va
347,TYC 8262-2044-1,13:43:22.0 ,-46:38:08.6 ,H-coron (~1 hr),205.84166666666698,-46.635722222222206,b'HD 119279',13 43 21.9178,-46 38 08.431,110.9201,,pc,-2.0436,2.0436,paral,2018yCat.1345....0G,,,,,,,,,7.4039998054504395,0,,,,b'',,,F3V
348,HIP67199 ,13:46:14.5 ,-54:40:59.9 ,H-coron (~1 hr),206.56041666666698,-54.6833055555556,b'HD 119727',13 46 14.4357,-54 41 00.112,103.7646,,pc,-0.9421,0.9421,paral,2018yCat.1345....0G,,,,,,,,,6.203999996185303,0,,,,b'',,,A1V
349,HIP67497 ,13:49:54.5 ,-50:14:23.7 ,H-coron (~1 hr); H-coron-pol,207.477083333333,-50.2399166666667,b'HD 120326',13 49 54.4502,-50 14 23.873,113.9341,,pc,-1.5421,1.5421,paral,2018yCat.1345....0G,,,,,,,,,7.567999839782715,6903,,,,b'SUN',,2006A&A...450..735M,F0V
350,HIP67957 ,13:55:01.3 ,-50:45:01.9 ,H-coron (~1 hr),208.75541666666697,-50.7505277777778,b'HD 121176',13 55 01.2408,-50 45 02.187,134.1094,,pc,-1.3903,1.3903,paral,2018yCat.1345....0G,,,,,,,,,7.763000011444092,0,,,,b'',,,F8V
351,G 150-52 ,13:57:16.1 ,23:21:44.3 ,H-coron (~1 hr); H-coron-pol,209.31708333333302,23.3623055555556,b'HD 121812',13 57 15.7165,+23 21 44.357,34.2565,,pc,-0.056,0.056,paral,2018yCat.1345....0G,,,,,,,,7.599999904632568,6.644000053405762,0,,,,b'',,,K2
352,TYC 1470-9-1,13:58:13.6 ,19:17:11.9 ,H-coron (~1 hr),209.55666666666698,19.2866388888889,b'BD+19  2735',13 58 13.4510,+19 17 11.702,36.801,,pc,-0.2706,0.2706,paral,2018yCat.1345....0G,,,,,,,,8.180000305175781,6.938000202178955,0,,0.10999999940395355,,b'SUN',,2008A&A...480...91S,K2
353,HIP68335 ,13:59:18.1 ,-51:53:34.0 ,H-coron (~1 hr),209.825416666667,-51.892777777777795,b'HD 121835',13 59 18.0084,-51 53 34.252,117.2017,,pc,-1.5426,1.5426,paral,2018yCat.1345....0G,,,,,,,,,7.324999809265137,0,,,,b'',,,F5V
354,HIP68781 ,14:04:42.2 ,-50:04:16.9 ,H-coron (~1 hr); H-coron-pol,211.175833333333,-50.071361111111095,b'HD 122705',14 04 42.0997,-50 04 17.066,122.5881,,pc,-0.8371,0.8371,paral,2018yCat.1345....0G,,,,,,,,,7.425000190734863,0,,,,b'',,,A2V
355,HD 122973 ,14:05:10.6 ,-09:02:54.6 ,H-coron (~1 hr),211.294166666667,-9.0485,b'HD 122973',14 05 10.5666,-09 02 54.623,51.8516,,pc,-0.192,0.192,paral,2018yCat.1345....0G,,,,,,,,,6.75,5969,,,,b'SUN',,2011A&A...530A.138C,G2V
356,HIP 68994 ,14:07:29.3 ,-61:33:43.9 ,H-coron (~1 hr),211.87208333333302,-61.5621944444444,b'HD 123058',14 07 29.1224,-61 33 44.195,71.6933,,pc,-0.1748,0.1748,paral,2018yCat.1345....0G,,,,,,,,,6.7870001792907715,6719,,,,b'SUN',,2011A&A...530A.138C,F3/5V
357,HIP 69592 ,14:14:40.9 ,21:52:24.3 ,H-coron (~1 hr),213.670416666667,21.8734166666667,b'HD 124713',14 14 41.0150,+21 52 24.225,66.048,,pc,-0.5039,0.5039,paral,2018yCat.1345....0G,,,,,,,,4.110000133514404,5.901000022888184,7780,,,,b'SUN',,2012A&A...537A.120Z,A7V
358,HIP 69751 ,14:16:32.8 ,20:07:18.7 ,H-coron (~1 hr),214.136666666667,20.1218611111111,b'HD 125040',14 16 32.6744,+20 07 18.659,,,,,,,,,,,,,,,,,6407,,,,b'SUN',,2011A&A...530A.138C,F8V
359,HIP 69781 ,14:16:57.9 ,-49:56:42.0 ,H-coron (~1 hr),214.24125,-49.945,b'V* V636 Cen',14 16 57.8709,-49 56 42.366,71.5195,,pc,-0.4312,0.4312,paral,2018yCat.1345....0G,,,,,,,,,7.125999927520752,5798,,,,b'SUN',,2011A&A...530A.138C,G0V
360,HD 125283 ,14:19:23.9 ,-37:00:10.1 ,H-coron (~1 hr),214.84958333333302,-37.002805555555604,b'HD 125283',14 19 23.8101,-37 00 10.459,68.9436,,pc,-0.3836,0.3836,paral,2018yCat.1345....0G,,,,,,,,,5.735000133514404,8851,,,,b'SUN',,2012A&A...537A.120Z,A2Vn
361,HD 125485 ,14:23:39.1 ,-72:48:29.5 ,H-coron (~1 hr),215.91291666666697,-72.80819444444441,b'HD 125485',14 23 38.9598,-72 48 29.587,86.0689,,pc,-1.2512,1.2512,paral,2018yCat.1345....0G,,,,,,,,,7.572999954223633,5794,4.619999885559082,,,b'SUN',,2014MNRAS.442..220F,G7V
362,HD 126246 B ,14:24:05.4 ,11:14:57.8 ,H-coron (~1 hr),216.0225,11.2493888888889,b'HD 126246B',14 24 05.5705,+11 14 57.494,37.6747,,pc,-0.1475,0.1475,paral,2018yCat.1345....0G,,,,,,,,,6.27400016784668,0,,,,b'',,,
363,TYC 912-1575-1,14:24:05.5 ,11:14:57.5 ,H-coron (~1 hr),216.022916666667,11.2493055555556,b'HD 126246B',14 24 05.5705,+11 14 57.494,37.6747,,pc,-0.1475,0.1475,paral,2018yCat.1345....0G,,,,,,,,,6.27400016784668,0,,,,b'',,,
364,HIP70441 ,14:24:37.0 ,-47:10:39.7 ,H-coron (~1 hr); H-coron-pol,216.15416666666698,-47.1776944444444,b'HD 126062',14 24 36.9594,-47 10 39.863,132.4889,,pc,-1.1901,1.1901,paral,2018yCat.1345....0G,,,,,,,,,7.427999973297119,0,,,,b'',,,A1V
365,HIP70558 ,14:25:58.5 ,-44:49:23.2 ,H-coron (~1 hr),216.49375,-44.823111111111096,b'HD 126318',14 25 58.4758,-44 49 23.298,168.2029,,pc,-2.2492,2.2492,paral,2018yCat.1345....0G,,,,,,,,,8.154999732971191,0,,,,b'',,,F2V
366,HIP70689 ,14:27:30.5 ,-52:31:30.2 ,H-coron (~1 hr),216.87708333333302,-52.5250555555556,b'HD 126488',14 27 30.3904,-52 31 30.413,160.4544,,pc,-8.1408,8.1408,paral,2018yCat.1345....0G,,,,,,,,,7.622000217437744,0,,,,b'',,,F2V
367,HIP70697 ,14:27:33.6 ,-46:12:48.5 ,H-coron (~1 hr),216.89,-46.2134722222222,b'HD 126561',14 27 33.5555,-46 12 48.665,133.7649,,pc,-1.1917,1.1917,paral,2018yCat.1345....0G,,,,,,,,,7.254000186920166,0,,,,b'',,,A0V
368,HIP70833 ,14:29:07.2 ,-43:21:42.6 ,H-coron (~1 hr),217.28,-43.3618333333333,b'HD 126838',14 29 07.1049,-43 21 42.811,,,,,,,,,,,,,,,,7.841000080108643,0,,,,b'',,,F3V
369,HIP71271 ,14:34:33.5 ,-46:18:17.1 ,H-coron (~1 hr); H-coron-pol,218.639583333333,-46.30475,b'HD 127750',14 34 33.4090,-46 18 17.242,143.437,,pc,-1.5739,1.5739,paral,2018yCat.1345....0G,,,,,,,,,7.563000202178955,0,,,,b'',,,A0V
370,HIP71321 ,14:35:05.4 ,-43:33:16.1 ,H-coron (~1 hr),218.7725,-43.5544722222222,b'HD 127879',14 35 05.3090,-43 33 16.379,126.939,,pc,-1.3874,1.3874,paral,2018yCat.1345....0G,,,,,,,,,7.248000144958496,7381,,,,b'SUN',,2006A&A...450..735M,A9V
371,HIP 71743 ,14:40:31.1 ,-16:12:33.4 ,H-coron (~1 hr),220.12958333333302,-16.2092777777778,b'V* KU Lib',14 40 30.9707,-16 12 33.452,23.7585,,pc,-0.0222,0.0222,paral,2018yCat.1345....0G,,,,,,,,6.46999979019165,5.629000186920166,5503,4.519999980926514,,,b'',,2003AJ....125.1598L,G8Vk:
372,HIP 71855 ,14:41:52.5 ,-75:08:22.0 ,H-coron (~1 hr),220.46875,-75.1394444444445,b'HD 128400',14 41 53.0098,-75 08 22.124,20.2547,,pc,-0.01,0.01,paral,2018yCat.1345....0G,,,,,,,,6.014999866485596,5.214000225067139,5558,4.5,,,b'',,2003AJ....125.1598L,G6V
373,HIP 71899 ,14:42:23.1 ,21:17:35.1 ,H-coron (~1 hr),220.59625,21.2930833333333,b'HD 129501',14 42 22.9665,+21 17 35.108,45.598,,pc,-0.0763,0.0763,paral,2018yCat.1345....0G,,,,,,,,,6.2230000495910645,6161,,,,b'SUN',,2011A&A...530A.138C,F8
374,HD 129181 ,14:42:43.5 ,-48:47:58.6 ,H-coron (~1 hr),220.68125,-48.7996111111111,b'HD 129181',14 42 43.5041,-48 47 58.653,89.7312,,pc,-0.4106,0.4106,paral,2018yCat.1345....0G,,,,,,,,,7.151000022888184,6079,,,,b'SUN',,2011A&A...530A.138C,F8V
375,HIP 72070 ,14:44:31 ,-39:59:21 ,H-coron (~1 hr); H-coron-pol,221.12916666666698,-39.989166666666705,b'HD 129590',14 44 30.9310,-39 59 20.630,136.0359,,pc,-1.2547,1.2547,paral,2018yCat.1345....0G,,,,,,,,,7.927999973297119,0,,,,b'',,,G3V
376,HIP 72048 ,14:44:14.1 ,-69:40:26.8 ,H-coron (~1 hr),221.05875,-69.6741111111111,b'HD 129060',14 44 13.8560,-69 40 26.836,36.3307,,pc,-0.0424,0.0424,paral,2018yCat.1345....0G,,,,,,,,,5.789000034332275,6250,4.400000095367432,,,b'',,2003AJ....125.1598L,F7V
377,HD 129679 ,14:44:16.8 ,-11:37:02.4 ,H-coron (~1 hr),221.07,-11.6173333333333,b'HD 129679',14 44 16.7295,-11 37 02.452,59.7461,,pc,-0.2042,0.2042,paral,2018yCat.1345....0G,,,,,,,,,7.057000160217285,0,,,,b'',,,G3V
378,TYC 6750-1743-2,14:46:00.6 ,-25:26:39.9 ,H-coron (~1 hr),221.5025,-25.444416666666697,b'* m Hya B',14 46 00.3952,-25 26 39.971,30.7236,,pc,-0.0434,0.0434,paral,2018yCat.1345....0G,,,,,,,,,5.71999979019165,0,,,,b'',,,G1V
379,HIP72627 ,14:50:58.7 ,-42:49:20.8 ,H-coron (~1 hr),222.74458333333303,-42.8224444444445,b'HD 130697',14 50 58.6746,-42 49 21.047,145.6028,,pc,-1.6939,1.6939,paral,2018yCat.1345....0G,,,,,,,,,6.513000011444092,0,,,,b'',,,A2V
380,HD 131435 ,14:54:54.8 ,-41:21:53.1 ,H-coron (~1 hr),223.728333333333,-41.36475,b'HD 131435',14 54 54.5903,-41 21 53.203,43.4596,,pc,-0.156,0.156,paral,2018yCat.1345....0G,,,,,,,,,6.025000095367432,6367,,,,b'SUN',,2011A&A...530A.138C,F5V
381,HD 130943 ,14:55:46.1 ,-73:09:59.8 ,H-coron (~1 hr),223.94208333333302,-73.1666111111111,b'HD 130943',14 55 45.7452,-73 09 59.816,61.8529,,pc,-0.1132,0.1132,paral,2018yCat.1345....0G,,,,,,,,,6.732999801635742,6482,,,,b'SUN',,2011A&A...530A.138C,F5V
382,HIP73145 ,14:56:54.5 ,-35:41:43.4 ,H-coron (~1 hr); H-coron-pol,224.227083333333,-35.6953888888889,b'HD 131835',14 56 54.4341,-35 41 43.659,133.6541,,pc,-3.5459,3.5459,paral,2018yCat.1345....0G,877000.0,,km,,,,2007ApJ...660.1556R,,7.564000129699707,0,,,,b'',,,A2IV
383,HIP73266 ,14:58:24.3 ,-37:21:44.7 ,H-coron (~1 hr),224.60125,-37.362416666666704,b'HD 132094',14 58 24.2361,-37 21 44.898,176.666,,pc,-4.1448,4.1448,paral,2018yCat.1345....0G,,,,,,,,,7.300000190734863,0,,,,b'',,,B9V
384,HD 132173 ,14:58:30.5 ,-28:42:34.3 ,H-coron (~1 hr),224.62708333333302,-28.7095277777778,b'HD 132173',14 58 30.3872,-28 42 34.320,49.207,,pc,-0.1949,0.1949,paral,2018yCat.1345....0G,,,,,,,,,6.335999965667725,6254,4.5,0.05000000074505806,,b'SUN',,2005ApJS..159..141V,G0V
385,HD 133295 ,15:04:33.1 ,-28:18:00.2 ,H-coron (~1 hr),226.137916666667,-28.300055555555602,b'HD 133295',15 04 33.1340,-28 18 00.627,35.0689,,pc,-0.0588,0.0588,paral,2018yCat.1345....0G,,,,,,,,,5.85699987411499,6069,4.449999809265137,,,b'',,2003AJ....125.1598L,F9VCH-0.4
386,HIP73990 ,15:07:15.0 ,-29:30:15.9 ,H-coron (~1 hr); H-coron-pol,226.8125,-29.5044166666667,b'HD 133803',15 07 14.8993,-29 30 16.135,110.7101,,pc,-0.7942,0.7942,paral,2018yCat.1345....0G,,,,,,,,,7.361999988555908,6947,,,,b'SUN',,2011A&A...530A.138C,A9V
387,BD+09 3000A ,15:07:32.9 ,09:13:33.7 ,H-coron (~1 hr),226.887083333333,9.226027777777778,b'HD 134066A',15 07 32.7152,+09 13 33.722,32.8926,,pc,-0.0591,0.0591,paral,2018yCat.1345....0G,,,,,,,,,5.578000068664551,0,,,,b'',,,
388,HIP 74049 ,15:07:57.8 ,-45:34:45.9 ,H-coron (~1 hr),226.99083333333303,-45.579416666666695,b'V* HS Lup',15 07 57.5533,-45 34 45.849,41.8576,,pc,-0.1242,0.1242,paral,2018yCat.1345....0G,,,,,,,,,6.133999824523926,5535,,,,b'SUN',,2011A&A...530A.138C,G8V
389,HIP 74380 ,15:11:57.7 ,-48:44:37.3 ,H-coron (~1 hr),227.990416666667,-48.7436944444444,b'* kap02 Lup',15 11 57.5011,-48 44 37.265,55.5401,,pc,-0.3504,0.3504,paral,2018yCat.1345....0G,,,,,,,,,5.447000026702881,0,,,,b'',,,A3/5V
390,V* NY Aps ,15:12:23.4 ,-75:15:15.6 ,H-coron (~1 hr),228.0975,-75.2543333333333,b'V* NY Aps',15 12 23.0974,-75 15 15.642,52.5365,,pc,-0.0615,0.0615,paral,2018yCat.1345....0G,,,,,,,,8.51200008392334,7.456999778747559,5170,,,,b'SUN',,2011A&A...530A.138C,G9V
391,HIP 74493 ,15:13:19.2 ,-19:38:51.0 ,H-coron (~1 hr),228.33,-19.6475,b'* iot02 Lib',15 13 19.1309,-19 38 51.280,86.6694,,pc,-0.8698,0.8698,paral,2018yCat.1345....0G,,,,,,,,,5.784999847412109,8511,,,,b'SUN',,2012A&A...537A.120Z,A2V
392,HIP74499 ,15:13:28.0 ,-33:08:50.0 ,H-coron (~1 hr); H-coron-pol,228.366666666667,-33.1472222222222,b'HD 134888',15 13 27.9297,-33 08 50.205,112.3166,,pc,-1.0155,1.0155,paral,2018yCat.1345....0G,,,,,,,,,7.73199987411499,0,,,,b'',,,F3/5V
393,HD 135271 ,15:15:13.9 ,-30:58:40.1 ,H-coron (~1 hr),228.80791666666698,-30.9778055555556,b'HD 135271',15 15 13.9043,-30 58 40.182,85.6619,,pc,-0.4388,0.4388,paral,2018yCat.1345....0G,,,,,,,,,7.8379998207092285,0,,,,b'',,,F8/G0V
394,HIP 74689 ,15:15:49.1 ,00:22:19.6 ,H-coron (~1 hr),228.954583333333,0.37211111111111106,b'*   4 Ser',15 15 48.9527,+00 22 19.695,47.3869,,pc,-0.2987,0.2987,paral,2018yCat.1345....0G,,,,,,,,,5.25,7962,,,,b'SUN',,2012A&A...537A.120Z,A5V
395,HIP 74696 ,15:15:53.7 ,-48:04:25.1 ,H-coron (~1 hr),228.97375,-48.0736388888889,b'HD 135235',15 15 53.6754,-48 04 25.268,52.3684,,pc,-0.1747,0.1747,paral,2018yCat.1345....0G,,,,,,,,,5.515999794006348,0,,,,b'',,,A2IIIs
396,HIP 74824 ,15:17:30.9 ,-58:48:04.3 ,H-coron (~1 hr); H-coron-pol,229.37875,-58.8011944444444,b'* bet Cir',15 17 30.6300,-58 48 04.337,28.4304,,pc,-0.3438,0.3438,paral,2018yCat.1345....0G,,,,,,,,,3.805999994277954,8641,4.019999980926514,,,b'',,2003AJ....125.1598L,A3Va
397,HIP74865 ,15:17:56.1 ,-30:28:41.2 ,H-coron (~1 hr),229.48375,-30.4781111111111,b'HD 135778',15 17 56.0823,-30 28 41.421,123.5315,,pc,-0.9431,0.9431,paral,2018yCat.1345....0G,,,,,,,,,7.901000022888184,0,,,,b'',,,F3V
398,HIP 74931 ,15:18:42.2 ,10:25:26.7 ,H-coron (~1 hr),229.675833333333,10.4240833333333,b'HD 136160B',15 18 42.0347,+10 25 26.690,50.4322,,pc,-0.1666,0.1666,paral,2018yCat.1345....0G,,,,,,,,,6.7270002365112305,6018,,,,b'SUN',,2011A&A...530A.138C,G1V
399,HIP 74946 ,15:18:54.7 ,-68:40:46.1 ,H-coron (~1 hr); H-coron-pol,229.72791666666697,-68.6794722222222,b'* gam TrA',15 18 54.3683,-68 40 46.365,60.6197,,pc,-2.6807,2.6807,paral,2018yCat.1345....0G,4080000.0,,km,,,,2007ApJ...660.1556R,,2.759999990463257,9419,,,,b'SUN',,2012A&A...537A.120Z,A1V
